Message,Date
2020 going special hand-built TLX special paint NSX. 360 built. Honda guy Jason details tour.... https://www.youtube.com/watch?v=4aB1tbQSUuk,June 2019
Awesome,June 2019
"limited edition hand-built TLX seems like strange duck. guess slow sales NSX mean elite team people building supercars time hands? make rare TLX heck it? TLX sales, along sedans, weak side moment. Could one special vehicles might big discount point. 360 made that's less 1 vehicles per Acura dealer, it?",June 2019
Good hear benjaminh,June 2019
"Acura's entry-level ILX two major refreshes since introduced 2013, obviously long time ago. compared 2013 Acura added lot standard equipment (larger 2.4 engine standard, AcuraWatch, etc.) cutting price couple thousand dollars. bottom line get Acura ILX starting c. $27k compared c. $10-15k admittedly prestigious entry-level luxury cars elsewhere. guy Tyson Hugie got one first new 2013 ILXs, still 200,000 miles, short comparison 2019 ILX, overall likes. https://www.youtube.com/watch?v=X_AMPws3Fv0",June 2019
"Tyson Hugie obviously careful Acuras, here's summary maintenance costs owning 2013 ILX 7 years.... ""The car cost $7,600 maintain course 215,000 miles. includes 29 oil changes, 8 air filters, 2 sets rear brake pads, 2 transmission fluid changes, 4 sets tires."" https://drivetofive.com/2019/06/26/platinum-white-pearlescence-2019-acura-ilx-a-spec-review/ sounds pretty good me.",June 2019
ILX also 2.4 engine manual trans. normal 2.0t automatic.,June 2019
"Yeah. TLX 2.4s similar one 2013 ILX. mention spark plugs tune-up, surely he's changed 215k miles?",June 2019
"""Ben Says: June 30, 2019 7:27 pm 2013 ILX many times changed spark plugs 215k miles? Reply tysonhugie Says: June 30, 2019 8:45 pm They’ve never changed!"" Hmmm. guess Acura's platinum-tipped spark plugs 2.4 last last.....Although think engine direct injected, biggest change since 2013 2.4 v-tech.",July 2019
"Wow, 200K original plugs? That's impressive, IMO. think point I'd replacing them. can't hard job car.",July 2019
"current 2.4 TLX DI engine? didn’t think was. But, since one, probably know!",July 2019
"Entry Level Luxury sales June.... compact: Aclass 2,015 ILX 1,312 +47.1% A3 831 -58% CLA 573 -72.6% 2series 473 -18.4% midsize: 3series 4,927 +38.7% ES 4,350 +25.8% Cclass 3,951 -31.2% A4 2,292 -41% Q50 2,042 -22.4% TLX 1,812 -17.8% G70 1,193 1,560 -19.7% Giulia 768 -22%",July 2019
"Yes, TLX's 2.4 direct injected.... https://acuranews.com/acura-automobiles/channels/tlx-press-kit/releases/2018-acura-tlx-press-kit-powertrain 2.4-Liter Engine i-VTEC® Valve Control System TLX's direct-injected 2.4-liter DOHC 16-valve i-VTEC® engine uses advanced valve-control system combine high power output high fuel efficiency low emissions. system combines VTC (Variable Timing Control), continuously adjusts intake camshaft phase, Variable Valve Timing Lift Electronic Control (VTEC), changes valve lift, timing duration intake valves. low rpm, VTEC intake valve timing lift optimized high torque low fuel consumption. engine rpm builds past 4,900 rpm, VTEC system transitions high-lift, long-duration intake cam profile superior high-rpm engine power. ""intelligent"" portion system ability continuously vary timing intake cam relative exhaust camshaft. helps boost power also provides smoother idle (allowing idle speed reduced). intake cam timing varied based input sensors monitor rpm, timing, throttle opening, cam position exhaust air-fuel ratio. result increased fuel efficiency lower NOx emissions.",July 2019
recent 103 mile highway trip Cincinnati Louisville 2018 Acura TLX 2.4 got 39 mpg. mostly Interstate speeds usually c. 60-75 AC on. Pretty good mpg luxury car. 20 mpg short city stop go drive.,August 2019
Nice! M235i averages around 32 mpg keep speeds 75-80.,August 2019
"get 39 highway, city better 20. think 24-25. daily commute weekend errands (about 25-50% freeway, 25-50% slowish freeway stuck traffic, 25% city streets) bounces 29 30 mpg. Premium course.",August 2019
city usually c. 25-30 so. particular stop go short drive miles uphill section Cincinnati.,August 2019
"So, you?",August 2019
"Sales ELL cars last month.... A-class 2,619 ILX 1,224 +34.4% 2series 662 +4.4% CLA 609 -57.2% A3 522 -74% ES 4,960 +4.6% C-class 3,449 -10.2% 3series 3,392 +6.5% A4 2,579 -25% Q50 1,895 -20.9% TLX 1,761 -13.9% 1,331 -38.2% S60 1,081+31%",August 2019
really think people buying TLX.,August 2019
"Agree. like now? TLX really good car money. impressive feature maybe standard 4-wheel steering, something that's optional Porsche costs twice much. ELS stereo also quite good. thread there's quote Infiniti Q50 $487 month, guess significantly less could get loaded V-6 TLX. incentives like lease TLX 2.4 less Accord EXL.",August 2019
"yes, nice. want something like this, larger size (by standards) really good option.",August 2019
"try, really do...",August 2019
"slow put 10 year old Camcord. Unfortunately, fall asleep crash.",August 2019
"thread there's quote Infiniti Q50 $487 month, guess significantly less could get loaded V-6 TLX. incentives like lease TLX 2.4 less Accord EXL. 487 first pencil zero negotiation ... sure 410-425 haggling. reality savvy shopper comes pretty close 1% rule I'd bet many people would sign deal. think go wrong either TLX Q50. TLX certainly roomier inside, also FWD biased versus Infiniti's RWD. Infiniti drove wonderfully feel could get serious trouble it. 400HP version must total beast.",August 2019
"point naturally aspirated engine need lots mechanical work make power - heads, pistons, intake, fuel system, etc. comes factory usually lots margin capacity left. modern D.I. turbo engine removes much margin get power smaller engine. much highly stressed, structurally things like pistons rings bearings also much sensitive oil life, adequate cooling, etc. Adding tune exacerbates that.",April 2019
"Hopefully turbo motor adequately strengthened, mods cooling oiling. Turbos got bad reputation early days much done stock motors. ""problem"" turbo SC option forced induction exploit weakness develops engine. aftermarket boost gauge car would hope new turbo cars them, too. Tells what's going there.",April 2019
Let's even talk nitrous systems race engines.,April 2019
"race engine whole different role (and life span) luxury car, course. race engine gets 1 foot finish line blows up, done job.",April 2019
"I'd bet ""highly-stressed"" turbo built recent years far far reliable 1967 big block NA. relative.",April 2019
"planet happen? Certainly Earth. Cars today water temperature oil pressure gauges, they're often displaying artificial stuff. Dream on.",April 2019
"Marketing: ""The focus group confirmed consumers would like boost gauge. 5% actually care, 60% want feel 'racier.'"" Finance: ""Only add car additional cost."" Engineering: ""Done! consists 4 LEDs mark 1/4, 1/2, 3/4, full boost. estimates based quick RPMs build actual data new sensors cost and, let's face it, consumers stupid need idiot lights. lawyers said let everyone feel 'racy' buried 5th level nav menu.""",April 2019
"remember years back, Ford diesel truck forums, debate oil pressure gauge. everyone noticed gauges never showed anything 5/8 full pressure. engineer (you know engineers are) performed tests reported back two possible readings gauge. -- ""0"" (no reading) ""5/8 scale"". varied resistance ground, needle would jump 0 5/8. readings possible.",April 2019
"Thank -- rest case. baseline MG's Smith instruments displayed oil pressure, coolant temperature (head fainting couch) ammeter, involved heavy wiring instrument panel, plus obligatory fuel level. Anyway, read real stuff, quite helpful monitoring health (or lack thereof) little '65 MGB drove 44 states six provinces late '60s early'70s. even added oil temperature gauge, connected via hollow tube bulb inserted fitting brazed oil pan one several times engine down. learned takes hour two oil reach stable temperature ambient temperature zero, wonder fuel mileage sucks winter. Good times. 0.05% people drive BMWs (the ostensible ""driver's car) understand word said, let alone rest driving public, drive cheaper appliances. Yes, I'm pi$$ed-off old man, TSX well 150K miles still fun drive, even though displays fuel level, RPM speed (along 17 lighted symbols come startup, hopefully go back off). least still drive (and shift) it.",April 2019
least '70s Chrysler products ammeter instrument cluster. Unusual even times. source fires problems original cars connections corroded due heat buildup resulting increased resistance. surprising took long switch voltmeters. least still provided gauge sort..,April 2019
Yup. Coronet that. Absolutely mind blowing anyone ever thought routing vehicles full electrical output one wire one gauge good idea.,April 2019
"different time, say. One prefer, actually.",April 2019
74 duster kinds gauges. tach though.,April 2019
Coronet coming? Ready drive soon. Pics?,April 2019
